model,split,forecast_windows_path,cp_detector,cp_min_size,cp_period_length,cp_exclusion_radius,cp_score_threshold,cp_model,cp_penalty,cp_jump,num_windows_total,MAE_CP,tau_mae_when_both_break,tolerance,tolerance_hit_rate,tolerance_hit_rate_when_both_break,break_precision,break_recall,break_f1,coverage_rate,sharpness,coverage_gap
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,auto,0.05,0.75,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,16,0.05,0.5,normal,10.0,1,10000,5.7393,5.7393,3,0.5668,0.5668,1.0,1.0,1.0,0.9623221373691419,-0.970258991512916,0.012322137369141895
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,16,0.05,0.6,normal,10.0,1,10000,5.7393,5.7393,3,0.5668,0.5668,1.0,1.0,1.0,0.9623221373691419,-0.970258991512916,0.012322137369141895
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,16,0.05,0.7,normal,10.0,1,10000,5.7393,5.7393,3,0.5668,0.5668,1.0,1.0,1.0,0.9623221373691419,-0.970258991512916,0.012322137369141895
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,16,0.05,0.75,normal,10.0,1,10000,5.7714,5.7385601281666165,3,0.566,0.5667367577851207,0.9987,1.0,0.9993495772251965,0.9623207349519334,-0.979885531289436,0.01232073495193342
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,8,0.05,0.5,normal,10.0,1,10000,12.9644,12.9644,3,0.3658,0.3658,1.0,1.0,1.0,0.9464872110912183,-0.7089137646192505,0.0035127889087817055
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,8,0.05,0.6,normal,10.0,1,10000,12.9644,12.9644,3,0.3658,0.3658,1.0,1.0,1.0,0.9464872110912183,-0.7089137646192505,0.0035127889087817055
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,8,0.05,0.7,normal,10.0,1,10000,12.964,12.961592318463692,3,0.3658,0.36587317463492697,0.9998,1.0,0.9998999899989999,0.9464897683831797,-0.7091681184952356,0.003510231616820292
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,8,0.05,0.75,normal,10.0,1,10000,13.0827,12.982788122798189,3,0.3624,0.36477101157523906,0.9935,1.0,0.9967394030599448,0.9448746238716148,-0.7299735629161317,0.005125376128385151
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,auto,0.05,0.5,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,auto,0.05,0.6,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,auto,0.05,0.7,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,10,auto,0.05,0.75,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,16,0.05,0.5,normal,10.0,1,10000,5.7393,5.7393,3,0.5668,0.5668,1.0,1.0,1.0,0.9623221373691419,-0.970258991512916,0.012322137369141895
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,16,0.05,0.6,normal,10.0,1,10000,5.7393,5.7393,3,0.5668,0.5668,1.0,1.0,1.0,0.9623221373691419,-0.970258991512916,0.012322137369141895
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,16,0.05,0.7,normal,10.0,1,10000,5.7393,5.7393,3,0.5668,0.5668,1.0,1.0,1.0,0.9623221373691419,-0.970258991512916,0.012322137369141895
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,16,0.05,0.75,normal,10.0,1,10000,5.7714,5.7385601281666165,3,0.566,0.5667367577851207,0.9987,1.0,0.9993495772251965,0.9623207349519334,-0.979885531289436,0.01232073495193342
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,8,0.05,0.5,normal,10.0,1,10000,11.7567,11.7567,3,0.3224,0.3224,1.0,1.0,1.0,0.9555054877574143,-0.5807214207255975,0.005505487757414329
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,8,0.05,0.6,normal,10.0,1,10000,11.7839,11.751804330392943,3,0.3218,0.32257417802726546,0.9976,1.0,0.9987985582699239,0.9554130783701223,-0.5890910499473073,0.005413078370122393
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,8,0.05,0.7,normal,10.0,1,10000,13.0303,11.710445468509985,3,0.2938,0.32236120254553435,0.9114911491149115,0.9998902907295667,0.9536465418018206,0.9515880926406994,-0.9740760090430951,0.0015880926406994789
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,8,0.05,0.75,normal,10.0,1,10000,16.4831,11.751918899348299,3,0.2206,0.3170166545981173,0.6927861944416575,0.9976881953474931,0.8177404073898626,0.942373198456834,-2.056140711565717,0.007626801543165973
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,auto,0.05,0.5,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,auto,0.05,0.6,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,auto,0.05,0.7,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,12,auto,0.05,0.75,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
